INPUT_CFG;CLASS;TIME;INFO;TEST_RAN;TEST_FOUND;TEST_RAN_PER_MUT;NUMBER_Of_FILES;NUMBER_Of_LINES;NUMBER_Of_LINES_COVERED;NUMBER_Of_MUTATIONS;NUMBER_Of_MUTATIONS_DETECTED;KILLED;SURVIVED;NO_COVERAGE;TIMED_OUT;MEMORY_ERRORRUN_ERROR;RUN_ERROR;NON_VIABLE;NOT_STARTED;STARTED
18_21.ini;com.uj.atm.common.DummySample;375;OK;21;cpFromLog;1;1;26;23;21;16;16;5;0;0;0;8;0;0;0
18_22.ini;com.uj.atm.common.Account;1715;OK;11;cpFromLog;1;1;10;10;11;5;5;6;0;0;0;9;0;0;0
18_22.ini;com.uj.atm.common.Atm;2599;OK;20;cpFromLog;1;1;18;15;20;5;5;15;0;0;0;9;0;0;0
18_22.ini;com.uj.atm.common.CreditCard;4235;OK;23;cpFromLog;1;1;26;24;23;11;11;12;0;0;0;9;0;0;0
18_22.ini;com.uj.atm.common.DummySample;417;OK;23;cpFromLog;1;1;26;24;23;11;11;12;0;0;0;9;0;0;0
18_23.ini;com.uj.atm.common.Account;1097;OK;11;cpFromLog;1;1;10;10;11;8;8;3;0;0;0;3;0;0;0
18_23.ini;com.uj.atm.common.Atm;376;OK;11;cpFromLog;1;1;10;10;11;8;8;3;0;0;0;3;0;0;0
18_23.ini;com.uj.atm.common.CreditCard;383;OK;11;cpFromLog;1;1;10;10;11;8;8;3;0;0;0;3;0;0;0
18_23.ini;com.uj.atm.common.DummySample;367;OK;11;cpFromLog;1;1;10;10;11;8;8;3;0;0;0;3;0;0;0
18_24.ini;com.uj.atm.common.Account;3750;OK;11;cpFromLog;1;1;10;10;11;5;5;6;0;0;0;5;0;0;0
18_24.ini;com.uj.atm.common.Atm;2131;OK;23;cpFromLog;1;1;18;18;23;17;17;6;0;0;0;5;0;0;0
18_24.ini;com.uj.atm.common.CreditCard;3134;OK;24;cpFromLog;1;1;26;26;24;14;14;10;0;0;0;5;0;0;0
18_24.ini;com.uj.atm.common.DummySample;415;OK;24;cpFromLog;1;1;26;26;24;14;14;10;0;0;0;5;0;0;0
18_25.ini;com.uj.atm.common.Account;2400;OK;10;cpFromLog;1;1;10;9;10;4;4;6;0;0;0;40;0;0;0
18_25.ini;com.uj.atm.common.Atm;4123;OK;17;cpFromLog;1;1;18;11;17;8;8;9;0;0;0;40;0;0;0
18_25.ini;com.uj.atm.common.CreditCard;22002;OK;21;cpFromLog;1;1;26;21;21;13;13;8;0;0;0;40;0;0;0
18_25.ini;com.uj.atm.common.DummySample;954;OK;21;cpFromLog;1;1;26;21;21;13;13;8;0;0;0;40;0;0;0
18_3.ini;com.uj.atm.common.Account;1541;OK;11;cpFromLog;1;1;10;10;11;9;9;2;0;0;0;3;0;0;0
18_3.ini;com.uj.atm.common.Atm;1433;OK;18;cpFromLog;1;1;18;13;18;16;16;2;0;0;0;3;0;0;0
18_3.ini;com.uj.atm.common.CreditCard;1847;OK;17;cpFromLog;1;1;26;22;17;16;16;1;0;0;0;3;0;0;0
18_3.ini;com.uj.atm.common.DummySample;370;OK;17;cpFromLog;1;1;26;22;17;16;16;1;0;0;0;3;0;0;0
18_4.ini;com.uj.atm.common.Account;2647;OK;11;cpFromLog;1;1;10;10;11;6;6;5;0;0;0;10;0;0;0
18_4.ini;com.uj.atm.common.Atm;1970;OK;20;cpFromLog;1;1;18;15;20;15;15;5;0;0;0;10;0;0;0
18_4.ini;com.uj.atm.common.CreditCard;4663;OK;24;cpFromLog;1;1;26;26;24;17;17;7;0;0;0;10;0;0;0
18_4.ini;com.uj.atm.common.DummySample;405;OK;24;cpFromLog;1;1;26;26;24;17;17;7;0;0;0;10;0;0;0
18_5.ini;com.uj.atm.common.Account;404;OK;24;cpFromLog;1;1;26;26;24;17;17;7;0;0;0;27;0;0;0
18_5.ini;com.uj.atm.common.Atm;400;OK;24;cpFromLog;1;1;26;26;24;17;17;7;0;0;0;27;0;0;0
18_5.ini;com.uj.atm.common.CreditCard;398;OK;24;cpFromLog;1;1;26;26;24;17;17;7;0;0;0;27;0;0;0
18_5.ini;com.uj.atm.common.DummySample;388;OK;24;cpFromLog;1;1;26;26;24;17;17;7;0;0;0;27;0;0;0
18_6.ini;com.uj.atm.common.Account;1782;OK;11;cpFromLog;1;1;10;10;11;7;7;4;0;0;0;6;0;0;0
18_6.ini;com.uj.atm.common.Atm;1908;OK;20;cpFromLog;1;1;18;15;20;11;11;9;0;0;0;6;0;0;0
18_6.ini;com.uj.atm.common.CreditCard;2568;OK;23;cpFromLog;1;1;26;24;23;14;14;9;0;0;0;6;0;0;0
18_6.ini;com.uj.atm.common.DummySample;395;OK;23;cpFromLog;1;1;26;24;23;14;14;9;0;0;0;6;0;0;0
18_7.ini;com.uj.atm.common.Account;2234;OK;11;cpFromLog;1;1;10;10;11;7;7;4;0;0;0;29;0;0;0
18_7.ini;com.uj.atm.common.Atm;2122;OK;20;cpFromLog;1;1;18;15;20;15;15;5;0;0;0;29;0;0;0
18_7.ini;com.uj.atm.common.CreditCard;3396;OK;24;cpFromLog;1;1;26;26;24;15;15;9;0;0;0;29;0;0;0
18_7.ini;com.uj.atm.common.DummySample;406;OK;24;cpFromLog;1;1;26;26;24;15;15;9;0;0;0;29;0;0;0
18_8.ini;com.uj.atm.common.Account;2535;OK;11;cpFromLog;1;1;10;10;11;6;6;5;0;0;0;0;0;0;0
18_8.ini;com.uj.atm.common.Atm;1471;OK;18;cpFromLog;1;1;18;13;18;13;13;5;0;0;0;0;0;0;0
18_8.ini;com.uj.atm.common.CreditCard;2076;OK;21;cpFromLog;1;1;26;22;21;15;15;6;0;0;0;0;0;0;0
18_8.ini;com.uj.atm.common.DummySample;371;OK;21;cpFromLog;1;1;26;22;21;15;15;6;0;0;0;0;0;0;0
18_9.ini;com.uj.atm.common.Account;1898;OK;11;cpFromLog;1;1;10;10;11;8;8;3;0;0;0;0;0;0;0
18_9.ini;com.uj.atm.common.Atm;1771;OK;17;cpFromLog;1;1;18;12;17;13;13;4;0;0;0;0;0;0;0
18_9.ini;com.uj.atm.common.CreditCard;3074;OK;24;cpFromLog;1;1;26;26;24;12;12;12;0;0;0;0;0;0;0
18_9.ini;com.uj.atm.common.DummySample;378;OK;24;cpFromLog;1;1;26;26;24;12;12;12;0;0;0;0;0;0;0
19.ini;com.uj.atm.common.Account;2689;OK;11;cpFromLog;1;1;14;14;11;5;5;6;0;0;0;0;0;0;0
19.ini;com.uj.atm.common.Atm;1674;OK;11;cpFromLog;1;1;13;13;11;9;9;2;0;0;0;0;0;0;0
19.ini;com.uj.atm.common.CreditCard;6291;OK;54;cpFromLog;1;1;54;51;54;28;28;26;0;0;0;0;0;0;0
19.ini;com.uj.atm.common.DummySample;398;OK;54;cpFromLog;1;1;54;51;54;28;28;26;0;0;0;0;0;0;0
19_1.ini;com.uj.atm.common.Account;1657;OK;11;cpFromLog;1;1;14;11;11;6;6;5;0;0;0;8;0;0;0
19_1.ini;com.uj.atm.common.Atm;937;OK;4;cpFromLog;1;1;13;6;4;4;4;0;0;0;0;8;0;0;0
19_1.ini;com.uj.atm.common.CreditCard;2253;OK;32;cpFromLog;1;1;54;33;32;25;25;7;0;0;0;8;0;0;0
19_1.ini;com.uj.atm.common.DummySample;381;OK;32;cpFromLog;1;1;54;33;32;25;25;7;0;0;0;8;0;0;0
19_10.ini;com.uj.atm.common.Account;1205;OK;5;cpFromLog;1;1;14;7;5;3;3;2;0;0;0;46;0;0;0
19_10.ini;com.uj.atm.common.Atm;875;OK;2;cpFromLog;1;1;13;4;2;2;2;0;0;0;0;46;0;0;0
19_10.ini;com.uj.atm.common.CreditCard;1466;OK;18;cpFromLog;1;1;54;14;18;12;12;6;0;0;0;46;0;0;0
19_10.ini;com.uj.atm.common.DummySample;415;OK;18;cpFromLog;1;1;54;14;18;12;12;6;0;0;0;46;0;0;0
19_11.ini;com.uj.atm.common.Account;1902;OK;11;cpFromLog;1;1;14;11;11;8;8;3;0;0;0;6;0;0;0
19_11.ini;com.uj.atm.common.Atm;1388;OK;10;cpFromLog;1;1;13;12;10;9;9;1;0;0;0;6;0;0;0
19_11.ini;com.uj.atm.common.CreditCard;7155;OK;50;cpFromLog;1;1;54;43;50;28;28;22;0;0;0;6;0;0;0
19_11.ini;com.uj.atm.common.DummySample;380;OK;50;cpFromLog;1;1;54;43;50;28;28;22;0;0;0;6;0;0;0
19_12.ini;com.uj.atm.common.Account;1949;OK;11;cpFromLog;1;1;14;11;11;7;7;4;0;0;0;6;0;0;0
19_12.ini;com.uj.atm.common.Atm;1381;OK;10;cpFromLog;1;1;13;12;10;8;8;2;0;0;0;6;0;0;0
19_12.ini;com.uj.atm.common.CreditCard;7176;OK;50;cpFromLog;1;1;54;43;50;28;28;22;0;0;0;6;0;0;0
19_12.ini;com.uj.atm.common.DummySample;385;OK;50;cpFromLog;1;1;54;43;50;28;28;22;0;0;0;6;0;0;0
19_13.ini;com.uj.atm.common.Account;2231;OK;11;cpFromLog;1;1;14;11;11;6;6;5;0;0;0;8;0;0;0
19_13.ini;com.uj.atm.common.Atm;1306;OK;10;cpFromLog;1;1;13;12;10;5;5;5;0;0;0;8;0;0;0
19_13.ini;com.uj.atm.common.CreditCard;7490;OK;49;cpFromLog;1;1;54;45;49;24;24;25;0;0;0;8;0;0;0
19_13.ini;com.uj.atm.common.DummySample;379;OK;49;cpFromLog;1;1;54;45;49;24;24;25;0;0;0;8;0;0;0
19_14.ini;com.uj.atm.common.Account;2236;OK;11;cpFromLog;1;1;14;11;11;6;6;5;0;0;0;8;0;0;0
19_14.ini;com.uj.atm.common.Atm;1308;OK;10;cpFromLog;1;1;13;12;10;5;5;5;0;0;0;8;0;0;0
19_14.ini;com.uj.atm.common.CreditCard;7471;OK;49;cpFromLog;1;1;54;45;49;22;22;27;0;0;0;8;0;0;0
19_14.ini;com.uj.atm.common.DummySample;377;OK;49;cpFromLog;1;1;54;45;49;22;22;27;0;0;0;8;0;0;0
19_15.ini;com.uj.atm.common.Account;2428;OK;11;cpFromLog;1;1;14;11;11;6;6;5;0;0;0;7;0;0;0
19_15.ini;com.uj.atm.common.Atm;1302;OK;9;cpFromLog;1;1;13;11;9;8;8;1;0;0;0;7;0;0;0
19_15.ini;com.uj.atm.common.CreditCard;7388;OK;47;cpFromLog;1;1;54;43;47;31;31;16;0;0;0;7;0;0;0
19_15.ini;com.uj.atm.common.DummySample;380;OK;47;cpFromLog;1;1;54;43;47;31;31;16;0;0;0;7;0;0;0
19_16.ini;com.uj.atm.common.Account;2985;OK;11;cpFromLog;1;1;14;11;11;7;7;4;0;0;0;8;0;0;0
19_16.ini;com.uj.atm.common.Atm;1213;OK;10;cpFromLog;1;1;13;12;10;9;9;1;0;0;0;8;0;0;0
19_16.ini;com.uj.atm.common.CreditCard;6039;OK;48;cpFromLog;1;1;54;41;48;30;30;18;0;0;0;8;0;0;0
19_16.ini;com.uj.atm.common.DummySample;387;OK;48;cpFromLog;1;1;54;41;48;30;30;18;0;0;0;8;0;0;0
19_17.ini;com.uj.atm.common.Account;2569;OK;11;cpFromLog;1;1;14;11;11;6;6;5;0;0;0;2;0;0;0
19_17.ini;com.uj.atm.common.Atm;1116;OK;10;cpFromLog;1;1;13;12;10;10;10;0;0;0;0;2;0;0;0
19_17.ini;com.uj.atm.common.CreditCard;4848;OK;55;cpFromLog;1;1;54;54;55;44;44;11;0;0;0;2;0;0;0
19_17.ini;com.uj.atm.common.DummySample;380;OK;55;cpFromLog;1;1;54;54;55;44;44;11;0;0;0;2;0;0;0
19_18.ini;com.uj.atm.common.Account;3009;OK;11;cpFromLog;1;1;14;11;11;7;7;4;0;0;0;12;0;0;0
19_18.ini;com.uj.atm.common.Atm;1629;OK;10;cpFromLog;1;1;13;12;10;8;8;2;0;0;0;12;0;0;0
19_18.ini;com.uj.atm.common.CreditCard;7416;OK;51;cpFromLog;1;1;54;47;51;31;31;20;0;0;0;12;0;0;0
19_18.ini;com.uj.atm.common.DummySample;403;OK;51;cpFromLog;1;1;54;47;51;31;31;20;0;0;0;12;0;0;0
19_2.ini;com.uj.atm.common.Account;25131;OK;11;cpFromLog;1;1;14;11;11;6;6;5;0;0;0;10;0;0;0
19_2.ini;com.uj.atm.common.Atm;23868;OK;9;cpFromLog;1;1;13;11;9;7;7;2;0;0;0;10;0;0;0
19_2.ini;com.uj.atm.common.CreditCard;30231;OK;52;cpFromLog;1;1;54;48;52;32;32;20;0;0;0;10;0;0;0
19_2.ini;com.uj.atm.common.DummySample;22441;OK;52;cpFromLog;1;1;54;48;52;32;32;20;0;0;0;10;0;0;0
19_20.ini;com.uj.atm.common.Account;1969;OK;11;cpFromLog;1;1;14;11;11;7;7;4;0;0;0;19;0;0;0
19_20.ini;com.uj.atm.common.Atm;1447;OK;9;cpFromLog;1;1;13;11;9;7;7;2;0;0;0;19;0;0;0
19_20.ini;com.uj.atm.common.CreditCard;8923;OK;50;cpFromLog;1;1;54;43;50;30;30;20;0;0;0;19;0;0;0
19_20.ini;com.uj.atm.common.DummySample;396;OK;50;cpFromLog;1;1;54;43;50;30;30;20;0;0;0;19;0;0;0
19_21.ini;com.uj.atm.common.Account;2513;OK;11;cpFromLog;1;1;14;11;11;9;9;2;0;0;0;8;0;0;0
19_21.ini;com.uj.atm.common.Atm;1126;OK;9;cpFromLog;1;1;13;11;9;8;8;1;0;0;0;8;0;0;0
19_21.ini;com.uj.atm.common.CreditCard;4195;OK;46;cpFromLog;1;1;54;42;46;26;26;20;0;0;0;8;0;0;0
19_21.ini;com.uj.atm.common.DummySample;383;OK;46;cpFromLog;1;1;54;42;46;26;26;20;0;0;0;8;0;0;0
19_22.ini;com.uj.atm.common.Account;1861;OK;11;cpFromLog;1;1;14;11;11;6;6;5;0;0;0;9;0;0;0
19_22.ini;com.uj.atm.common.Atm;1727;OK;10;cpFromLog;1;1;13;12;10;7;7;3;0;0;0;9;0;0;0
19_22.ini;com.uj.atm.common.CreditCard;10370;OK;49;cpFromLog;1;1;54;44;49;25;25;24;0;0;0;9;0;0;0
19_22.ini;com.uj.atm.common.DummySample;421;OK;49;cpFromLog;1;1;54;44;49;25;25;24;0;0;0;9;0;0;0
19_23.ini;com.uj.atm.common.Account;1424;OK;11;cpFromLog;1;1;14;12;11;7;7;4;0;0;0;1;0;0;0
19_23.ini;com.uj.atm.common.Atm;384;OK;11;cpFromLog;1;1;14;12;11;7;7;4;0;0;0;1;0;0;0
19_23.ini;com.uj.atm.common.CreditCard;2842;OK;50;cpFromLog;1;1;54;44;50;40;40;10;0;0;0;1;0;0;0
19_23.ini;com.uj.atm.common.DummySample;351;OK;50;cpFromLog;1;1;54;44;50;40;40;10;0;0;0;1;0;0;0
19_24.ini;com.uj.atm.common.Account;3640;OK;11;cpFromLog;1;1;14;11;11;8;8;3;0;0;0;16;0;0;0
19_24.ini;com.uj.atm.common.Atm;1588;OK;11;cpFromLog;1;1;13;13;11;10;10;1;0;0;0;16;0;0;0
19_24.ini;com.uj.atm.common.CreditCard;5414;OK;50;cpFromLog;1;1;54;43;50;31;31;19;0;0;0;16;0;0;0
19_24.ini;com.uj.atm.common.DummySample;404;OK;50;cpFromLog;1;1;54;43;50;31;31;19;0;0;0;16;0;0;0
19_25.ini;com.uj.atm.common.Account;2177;OK;5;cpFromLog;1;1;14;7;5;3;3;2;0;0;0;14;0;0;0
19_25.ini;com.uj.atm.common.Atm;2982;OK;8;cpFromLog;1;1;13;9;8;6;6;2;0;0;0;14;0;0;0
19_25.ini;com.uj.atm.common.CreditCard;79462;OK;49;cpFromLog;1;1;54;46;49;30;30;19;0;0;0;14;0;0;0
19_25.ini;com.uj.atm.common.DummySample;951;OK;49;cpFromLog;1;1;54;46;49;30;30;19;0;0;0;14;0;0;0
19_3.ini;com.uj.atm.common.Account;1632;OK;11;cpFromLog;1;1;14;11;11;7;7;4;0;0;0;4;0;0;0
19_3.ini;com.uj.atm.common.Atm;977;OK;5;cpFromLog;1;1;13;7;5;5;5;0;0;0;0;4;0;0;0
19_3.ini;com.uj.atm.common.CreditCard;5055;OK;51;cpFromLog;1;1;54;47;51;41;41;10;0;0;0;4;0;0;0
19_3.ini;com.uj.atm.common.DummySample;374;OK;51;cpFromLog;1;1;54;47;51;41;41;10;0;0;0;4;0;0;0
19_4.ini;com.uj.atm.common.Account;3283;OK;11;cpFromLog;1;1;14;11;11;6;6;5;0;0;0;16;0;0;0
19_4.ini;com.uj.atm.common.Atm;1443;OK;10;cpFromLog;1;1;13;12;10;6;6;4;0;0;0;16;0;0;0
19_4.ini;com.uj.atm.common.CreditCard;11151;OK;49;cpFromLog;1;1;54;45;49;28;28;21;0;0;0;16;0;0;0
19_4.ini;com.uj.atm.common.DummySample;410;OK;49;cpFromLog;1;1;54;45;49;28;28;21;0;0;0;16;0;0;0
19_5.ini;com.uj.atm.common.Account;403;OK;49;cpFromLog;1;1;54;45;49;28;28;21;0;0;0;27;0;0;0
19_5.ini;com.uj.atm.common.Atm;400;OK;49;cpFromLog;1;1;54;45;49;28;28;21;0;0;0;27;0;0;0
19_5.ini;com.uj.atm.common.CreditCard;406;OK;49;cpFromLog;1;1;54;45;49;28;28;21;0;0;0;27;0;0;0
19_5.ini;com.uj.atm.common.DummySample;377;OK;49;cpFromLog;1;1;54;45;49;28;28;21;0;0;0;27;0;0;0
19_6.ini;com.uj.atm.common.Account;1867;OK;11;cpFromLog;1;1;14;11;11;6;6;5;0;0;0;10;0;0;0
19_6.ini;com.uj.atm.common.Atm;1295;OK;10;cpFromLog;1;1;13;12;10;8;8;2;0;0;0;10;0;0;0
19_6.ini;com.uj.atm.common.CreditCard;5472;OK;53;cpFromLog;1;1;54;49;53;30;30;23;0;0;0;10;0;0;0
19_6.ini;com.uj.atm.common.DummySample;405;OK;53;cpFromLog;1;1;54;49;53;30;30;23;0;0;0;10;0;0;0
19_7.ini;com.uj.atm.common.Account;2526;OK;11;cpFromLog;1;1;14;14;11;7;7;4;0;0;0;25;0;0;0
19_7.ini;com.uj.atm.common.Atm;1479;OK;10;cpFromLog;1;1;13;12;10;9;9;1;0;0;0;25;0;0;0
19_7.ini;com.uj.atm.common.CreditCard;9085;OK;51;cpFromLog;1;1;54;47;51;33;33;18;0;0;0;25;0;0;0
19_7.ini;com.uj.atm.common.DummySample;409;OK;51;cpFromLog;1;1;54;47;51;33;33;18;0;0;0;25;0;0;0
19_8.ini;com.uj.atm.common.Account;2744;OK;11;cpFromLog;1;1;14;11;11;6;6;5;0;0;0;1;0;0;0
19_8.ini;com.uj.atm.common.Atm;1171;OK;9;cpFromLog;1;1;13;11;9;5;5;4;0;0;0;1;0;0;0
19_8.ini;com.uj.atm.common.CreditCard;3718;OK;39;cpFromLog;1;1;54;35;39;25;25;14;0;0;0;1;0;0;0
19_8.ini;com.uj.atm.common.DummySample;368;OK;39;cpFromLog;1;1;54;35;39;25;25;14;0;0;0;1;0;0;0
19_9.ini;com.uj.atm.common.Account;1936;OK;11;cpFromLog;1;1;14;11;11;7;7;4;0;0;0;2;0;0;0
19_9.ini;com.uj.atm.common.Atm;1286;OK;8;cpFromLog;1;1;13;10;8;7;7;1;0;0;0;2;0;0;0
19_9.ini;com.uj.atm.common.CreditCard;7274;OK;50;cpFromLog;1;1;54;43;50;27;27;23;0;0;0;2;0;0;0
19_9.ini;com.uj.atm.common.DummySample;377;OK;50;cpFromLog;1;1;54;43;50;27;27;23;0;0;0;2;0;0;0
1_10.ini;com.uj.atm.common.Account;1324;OK;5;cpFromLog;1;1;21;7;5;3;3;2;0;0;0;46;0;0;0
1_10.ini;com.uj.atm.common.Atm;887;OK;2;cpFromLog;1;1;11;4;2;2;2;0;0;0;0;46;0;0;0
1_10.ini;com.uj.atm.common.CreditCard;1101;OK;7;cpFromLog;1;1;42;13;7;7;7;0;0;0;0;46;0;0;0
1_10.ini;com.uj.atm.common.DummySample;421;OK;7;cpFromLog;1;1;42;13;7;7;7;0;0;0;0;46;0;0;0
1_11.ini;com.uj.atm.common.Account;2186;OK;11;cpFromLog;1;1;21;11;11;6;6;5;0;0;0;10;0;0;0
1_11.ini;com.uj.atm.common.Atm;1447;OK;9;cpFromLog;1;1;11;11;9;8;8;1;0;0;0;10;0;0;0
1_11.ini;com.uj.atm.common.CreditCard;5627;OK;31;cpFromLog;1;1;42;34;31;21;21;10;0;0;0;10;0;0;0
1_11.ini;com.uj.atm.common.DummySample;394;OK;31;cpFromLog;1;1;42;34;31;21;21;10;0;0;0;10;0;0;0
1_12.ini;com.uj.atm.common.Account;2319;OK;11;cpFromLog;1;1;21;11;11;7;7;4;0;0;0;10;0;0;0
1_12.ini;com.uj.atm.common.Atm;1533;OK;9;cpFromLog;1;1;11;11;9;7;7;2;0;0;0;10;0;0;0
1_12.ini;com.uj.atm.common.CreditCard;5766;OK;31;cpFromLog;1;1;42;34;31;15;15;16;0;0;0;10;0;0;0
1_12.ini;com.uj.atm.common.DummySample;401;OK;31;cpFromLog;1;1;42;34;31;15;15;16;0;0;0;10;0;0;0
1_13.ini;com.uj.atm.common.Account;2353;OK;11;cpFromLog;1;1;21;11;11;6;6;5;0;0;0;9;0;0;0
1_13.ini;com.uj.atm.common.Atm;1364;OK;9;cpFromLog;1;1;11;11;9;5;5;4;0;0;0;9;0;0;0
1_13.ini;com.uj.atm.common.CreditCard;5873;OK;31;cpFromLog;1;1;42;34;31;15;15;16;0;0;0;9;0;0;0
1_13.ini;com.uj.atm.common.DummySample;391;OK;31;cpFromLog;1;1;42;34;31;15;15;16;0;0;0;9;0;0;0
1_14.ini;com.uj.atm.common.Account;2332;OK;11;cpFromLog;1;1;21;11;11;6;6;5;0;0;0;9;0;0;0
1_14.ini;com.uj.atm.common.Atm;1370;OK;9;cpFromLog;1;1;11;11;9;5;5;4;0;0;0;9;0;0;0
1_14.ini;com.uj.atm.common.CreditCard;5926;OK;31;cpFromLog;1;1;42;34;31;15;15;16;0;0;0;9;0;0;0
1_14.ini;com.uj.atm.common.DummySample;382;OK;31;cpFromLog;1;1;42;34;31;15;15;16;0;0;0;9;0;0;0
1_15.ini;com.uj.atm.common.Account;2878;OK;11;cpFromLog;1;1;21;11;11;6;6;5;0;0;0;8;0;0;0
1_15.ini;com.uj.atm.common.Atm;1408;OK;8;cpFromLog;1;1;11;10;8;8;8;0;0;0;0;8;0;0;0
1_15.ini;com.uj.atm.common.CreditCard;6027;OK;31;cpFromLog;1;1;42;34;31;21;21;10;0;0;0;8;0;0;0
1_15.ini;com.uj.atm.common.DummySample;379;OK;31;cpFromLog;1;1;42;34;31;21;21;10;0;0;0;8;0;0;0
1_16.ini;com.uj.atm.common.Account;3654;OK;11;cpFromLog;1;1;21;11;11;5;5;6;0;0;0;9;0;0;0
1_16.ini;com.uj.atm.common.Atm;1262;OK;9;cpFromLog;1;1;11;11;9;9;9;0;0;0;0;9;0;0;0
1_16.ini;com.uj.atm.common.CreditCard;6194;OK;31;cpFromLog;1;1;42;34;31;23;23;8;0;0;0;9;0;0;0
1_16.ini;com.uj.atm.common.DummySample;411;OK;31;cpFromLog;1;1;42;34;31;23;23;8;0;0;0;9;0;0;0
1_17.ini;com.uj.atm.common.Account;3020;OK;11;cpFromLog;1;1;21;11;11;6;6;5;0;0;0;5;0;0;0
1_17.ini;com.uj.atm.common.Atm;1169;OK;9;cpFromLog;1;1;11;11;9;9;9;0;0;0;0;5;0;0;0
1_17.ini;com.uj.atm.common.CreditCard;4815;OK;33;cpFromLog;1;1;42;38;33;24;24;9;0;0;0;5;0;0;0
1_17.ini;com.uj.atm.common.DummySample;383;OK;33;cpFromLog;1;1;42;38;33;24;24;9;0;0;0;5;0;0;0
1_18.ini;com.uj.atm.common.Account;3528;OK;11;cpFromLog;1;1;21;11;11;7;7;4;0;0;0;12;0;0;0
1_18.ini;com.uj.atm.common.Atm;1776;OK;9;cpFromLog;1;1;11;11;9;7;7;2;0;0;0;12;0;0;0
1_18.ini;com.uj.atm.common.CreditCard;7527;OK;33;cpFromLog;1;1;42;38;33;19;19;14;0;0;0;12;0;0;0
1_18.ini;com.uj.atm.common.DummySample;399;OK;33;cpFromLog;1;1;42;38;33;19;19;14;0;0;0;12;0;0;0
1_19.ini;com.uj.atm.common.Account;2881;OK;11;cpFromLog;1;1;21;11;11;7;7;4;0;0;0;7;0;0;0
1_19.ini;com.uj.atm.common.Atm;1711;OK;9;cpFromLog;1;1;11;11;9;7;7;2;0;0;0;7;0;0;0
1_19.ini;com.uj.atm.common.CreditCard;6505;OK;33;cpFromLog;1;1;42;38;33;13;13;20;0;0;0;7;0;0;0
1_19.ini;com.uj.atm.common.DummySample;399;OK;33;cpFromLog;1;1;42;38;33;13;13;20;0;0;0;7;0;0;0
1_2.ini;com.uj.atm.common.Account;25593;OK;11;cpFromLog;1;1;21;11;11;6;6;5;0;0;0;13;0;0;0
1_2.ini;com.uj.atm.common.Atm;23908;OK;8;cpFromLog;1;1;11;10;8;7;7;1;0;0;0;13;0;0;0
1_2.ini;com.uj.atm.common.CreditCard;29915;OK;32;cpFromLog;1;1;42;36;32;21;21;11;0;0;0;13;0;0;0
1_2.ini;com.uj.atm.common.DummySample;22485;OK;32;cpFromLog;1;1;42;36;32;21;21;11;0;0;0;13;0;0;0
1_20.ini;com.uj.atm.common.Account;2190;OK;11;cpFromLog;1;1;21;11;11;8;8;3;0;0;0;20;0;0;0
1_20.ini;com.uj.atm.common.Atm;1522;OK;8;cpFromLog;1;1;11;10;8;7;7;1;0;0;0;20;0;0;0
1_20.ini;com.uj.atm.common.CreditCard;7537;OK;33;cpFromLog;1;1;42;38;33;16;16;17;0;0;0;20;0;0;0
1_20.ini;com.uj.atm.common.DummySample;406;OK;33;cpFromLog;1;1;42;38;33;16;16;17;0;0;0;20;0;0;0
1_21.ini;com.uj.atm.common.Account;2817;OK;11;cpFromLog;1;1;21;11;11;9;9;2;0;0;0;9;0;0;0
1_21.ini;com.uj.atm.common.Atm;1125;OK;8;cpFromLog;1;1;11;10;8;8;8;0;0;0;0;9;0;0;0
1_21.ini;com.uj.atm.common.CreditCard;4543;OK;32;cpFromLog;1;1;42;35;32;18;18;14;0;0;0;9;0;0;0
1_21.ini;com.uj.atm.common.DummySample;385;OK;32;cpFromLog;1;1;42;35;32;18;18;14;0;0;0;9;0;0;0
1_22.ini;com.uj.atm.common.Account;2182;OK;11;cpFromLog;1;1;21;11;11;6;6;5;0;0;0;11;0;0;0
1_22.ini;com.uj.atm.common.Atm;1821;OK;9;cpFromLog;1;1;11;11;9;6;6;3;0;0;0;11;0;0;0
1_22.ini;com.uj.atm.common.CreditCard;8486;OK;32;cpFromLog;1;1;42;36;32;13;13;19;0;0;0;11;0;0;0
1_22.ini;com.uj.atm.common.DummySample;391;OK;32;cpFromLog;1;1;42;36;32;13;13;19;0;0;0;11;0;0;0
1_23.ini;com.uj.atm.common.Account;1218;OK;11;cpFromLog;1;1;21;11;11;8;8;3;0;0;0;3;0;0;0
1_23.ini;com.uj.atm.common.Atm;377;OK;11;cpFromLog;1;1;21;11;11;8;8;3;0;0;0;3;0;0;0
1_23.ini;com.uj.atm.common.CreditCard;380;OK;11;cpFromLog;1;1;21;11;11;8;8;3;0;0;0;3;0;0;0
1_23.ini;com.uj.atm.common.DummySample;353;OK;11;cpFromLog;1;1;21;11;11;8;8;3;0;0;0;3;0;0;0
1_24.ini;com.uj.atm.common.Account;4147;OK;11;cpFromLog;1;1;21;11;11;8;8;3;0;0;0;16;0;0;0
1_24.ini;com.uj.atm.common.Atm;1417;OK;9;cpFromLog;1;1;11;11;9;9;9;0;0;0;0;16;0;0;0
1_24.ini;com.uj.atm.common.CreditCard;6630;OK;33;cpFromLog;1;1;42;38;33;19;19;14;0;0;0;16;0;0;0
