INPUT_CFG;CLASS;TIME;INFO;TEST_RAN;TEST_FOUND;TEST_RAN_PER_MUT;NUMBER_Of_FILES;NUMBER_Of_LINES;NUMBER_Of_LINES_COVERED;NUMBER_Of_MUTATIONS;NUMBER_Of_MUTATIONS_DETECTED;KILLED;SURVIVED;NO_COVERAGE;TIMED_OUT;MEMORY_ERRORRUN_ERROR;RUN_ERROR;NON_VIABLE;NOT_STARTED;STARTED
3_9.ini;com.uj.atm.common.Account;2594;OK;9;cpFromLog;1;1;13;13;9;6;6;3;0;0;0;0;0;0;0
3_9.ini;com.uj.atm.common.Atm;1844;OK;10;cpFromLog;1;1;20;14;10;10;10;0;0;0;0;0;0;0;0
3_9.ini;com.uj.atm.common.CreditCard;4910;OK;22;cpFromLog;1;1;42;39;22;12;12;10;0;0;0;0;0;0;0
3_9.ini;com.uj.atm.common.DummySample;385;OK;22;cpFromLog;1;1;42;39;22;12;12;10;0;0;0;0;0;0;0
4.ini;com.uj.atm.common.Account;3359;OK;5;cpFromLog;1;1;16;16;5;2;2;3;0;0;0;0;0;0;0
4.ini;com.uj.atm.common.Atm;3675;OK;22;cpFromLog;1;1;30;27;22;18;18;4;0;0;0;0;0;0;0
4.ini;com.uj.atm.common.CreditCard;17736;OK;32;cpFromLog;1;1;38;38;32;22;22;10;0;0;0;0;0;0;0
4.ini;com.uj.atm.common.DummySample;415;OK;32;cpFromLog;1;1;38;38;32;22;22;10;0;0;0;0;0;0;0
4_1.ini;com.uj.atm.common.Account;839;OK;1;cpFromLog;1;1;16;4;1;1;1;0;0;0;0;12;0;0;0
4_1.ini;com.uj.atm.common.Atm;408;OK;1;cpFromLog;1;1;16;4;1;1;1;0;0;0;0;12;0;0;0
4_1.ini;com.uj.atm.common.CreditCard;2578;OK;20;cpFromLog;1;1;38;23;20;20;20;0;0;0;0;12;0;0;0
4_1.ini;com.uj.atm.common.DummySample;380;OK;20;cpFromLog;1;1;38;23;20;20;20;0;0;0;0;12;0;0;0
4_10.ini;com.uj.atm.common.Account;1114;OK;2;cpFromLog;1;1;16;9;2;1;1;1;0;0;0;33;0;0;0
4_10.ini;com.uj.atm.common.Atm;1248;OK;2;cpFromLog;1;1;30;4;2;1;1;1;0;0;0;33;0;0;0
4_10.ini;com.uj.atm.common.CreditCard;5088;OK;19;cpFromLog;1;1;38;22;19;5;5;14;0;0;0;33;0;0;0
4_10.ini;com.uj.atm.common.DummySample;423;OK;19;cpFromLog;1;1;38;22;19;5;5;14;0;0;0;33;0;0;0
4_11.ini;com.uj.atm.common.Account;1649;OK;5;cpFromLog;1;1;16;15;5;4;4;1;0;0;0;9;0;0;0
4_11.ini;com.uj.atm.common.Atm;2785;OK;15;cpFromLog;1;1;30;17;15;14;14;1;0;0;0;9;0;0;0
4_11.ini;com.uj.atm.common.CreditCard;9170;OK;32;cpFromLog;1;1;38;38;32;12;12;20;0;0;0;9;0;0;0
4_11.ini;com.uj.atm.common.DummySample;385;OK;32;cpFromLog;1;1;38;38;32;12;12;20;0;0;0;9;0;0;0
4_12.ini;com.uj.atm.common.Account;1653;OK;5;cpFromLog;1;1;16;15;5;4;4;1;0;0;0;9;0;0;0
4_12.ini;com.uj.atm.common.Atm;2795;OK;15;cpFromLog;1;1;30;17;15;12;12;3;0;0;0;9;0;0;0
4_12.ini;com.uj.atm.common.CreditCard;9142;OK;32;cpFromLog;1;1;38;38;32;16;16;16;0;0;0;9;0;0;0
4_12.ini;com.uj.atm.common.DummySample;386;OK;32;cpFromLog;1;1;38;38;32;16;16;16;0;0;0;9;0;0;0
4_13.ini;com.uj.atm.common.Account;1904;OK;5;cpFromLog;1;1;16;15;5;2;2;3;0;0;0;6;0;0;0
4_13.ini;com.uj.atm.common.Atm;3506;OK;21;cpFromLog;1;1;30;24;21;14;14;7;0;0;0;6;0;0;0
4_13.ini;com.uj.atm.common.CreditCard;10682;OK;30;cpFromLog;1;1;38;36;30;19;19;11;0;0;0;6;0;0;0
4_13.ini;com.uj.atm.common.DummySample;381;OK;30;cpFromLog;1;1;38;36;30;19;19;11;0;0;0;6;0;0;0
4_14.ini;com.uj.atm.common.Account;1881;OK;5;cpFromLog;1;1;16;15;5;2;2;3;0;0;0;6;0;0;0
4_14.ini;com.uj.atm.common.Atm;3484;OK;21;cpFromLog;1;1;30;24;21;14;14;7;0;0;0;6;0;0;0
4_14.ini;com.uj.atm.common.CreditCard;10792;OK;30;cpFromLog;1;1;38;36;30;11;11;19;0;0;0;6;0;0;0
4_14.ini;com.uj.atm.common.DummySample;380;OK;30;cpFromLog;1;1;38;36;30;11;11;19;0;0;0;6;0;0;0
4_15.ini;com.uj.atm.common.Account;1634;OK;5;cpFromLog;1;1;16;15;5;2;2;3;0;0;0;11;0;0;0
4_15.ini;com.uj.atm.common.Atm;1571;OK;5;cpFromLog;1;1;30;8;5;5;5;0;0;0;0;11;0;0;0
4_15.ini;com.uj.atm.common.CreditCard;8457;OK;30;cpFromLog;1;1;38;36;30;22;22;8;0;0;0;11;0;0;0
4_15.ini;com.uj.atm.common.DummySample;382;OK;30;cpFromLog;1;1;38;36;30;22;22;8;0;0;0;11;0;0;0
4_16.ini;com.uj.atm.common.Account;1845;OK;5;cpFromLog;1;1;16;15;5;2;2;3;0;0;0;19;0;0;0
4_16.ini;com.uj.atm.common.Atm;1238;OK;5;cpFromLog;1;1;30;8;5;5;5;0;0;0;0;19;0;0;0
4_16.ini;com.uj.atm.common.CreditCard;5132;OK;28;cpFromLog;1;1;38;33;28;10;10;18;0;0;0;19;0;0;0
4_16.ini;com.uj.atm.common.DummySample;401;OK;28;cpFromLog;1;1;38;33;28;10;10;18;0;0;0;19;0;0;0
4_17.ini;com.uj.atm.common.Account;1461;OK;5;cpFromLog;1;1;16;15;5;3;3;2;0;0;0;14;0;0;0
4_17.ini;com.uj.atm.common.Atm;407;OK;5;cpFromLog;1;1;16;15;5;3;3;2;0;0;0;14;0;0;0
4_17.ini;com.uj.atm.common.CreditCard;3053;OK;22;cpFromLog;1;1;38;26;22;8;8;14;0;0;0;14;0;0;0
4_17.ini;com.uj.atm.common.DummySample;382;OK;22;cpFromLog;1;1;38;26;22;8;8;14;0;0;0;14;0;0;0
4_18.ini;com.uj.atm.common.Account;1485;OK;5;cpFromLog;1;1;16;15;5;3;3;2;0;0;0;27;0;0;0
4_18.ini;com.uj.atm.common.Atm;1535;OK;9;cpFromLog;1;1;30;12;9;7;7;2;0;0;0;27;0;0;0
4_18.ini;com.uj.atm.common.CreditCard;6817;OK;27;cpFromLog;1;1;38;32;27;8;8;19;0;0;0;27;0;0;0
4_18.ini;com.uj.atm.common.DummySample;402;OK;27;cpFromLog;1;1;38;32;27;8;8;19;0;0;0;27;0;0;0
4_19.ini;com.uj.atm.common.Account;1247;OK;5;cpFromLog;1;1;16;15;5;3;3;2;0;0;0;25;0;0;0
4_19.ini;com.uj.atm.common.Atm;1029;OK;2;cpFromLog;1;1;30;4;2;1;1;1;0;0;0;25;0;0;0
4_19.ini;com.uj.atm.common.CreditCard;4686;OK;26;cpFromLog;1;1;38;31;26;18;18;8;0;0;0;25;0;0;0
4_19.ini;com.uj.atm.common.DummySample;403;OK;26;cpFromLog;1;1;38;31;26;18;18;8;0;0;0;25;0;0;0
4_2.ini;com.uj.atm.common.Account;9540;OK;5;cpFromLog;1;1;16;15;5;2;2;3;0;0;0;30;0;0;0
4_2.ini;com.uj.atm.common.Atm;18675;OK;10;cpFromLog;1;1;30;12;10;8;8;2;0;0;0;30;0;0;0
4_2.ini;com.uj.atm.common.CreditCard;11685;OK;22;cpFromLog;1;1;38;26;22;10;10;12;0;0;0;30;0;0;0
4_2.ini;com.uj.atm.common.DummySample;8431;OK;22;cpFromLog;1;1;38;26;22;10;10;12;0;0;0;30;0;0;0
4_20.ini;com.uj.atm.common.Account;1992;OK;5;cpFromLog;1;1;16;15;5;5;5;0;0;0;0;18;0;0;0
4_20.ini;com.uj.atm.common.Atm;3733;OK;21;cpFromLog;1;1;30;25;21;15;15;6;0;0;0;18;0;0;0
4_20.ini;com.uj.atm.common.CreditCard;11865;OK;32;cpFromLog;1;1;38;38;32;11;11;21;0;0;0;18;0;0;0
4_20.ini;com.uj.atm.common.DummySample;410;OK;32;cpFromLog;1;1;38;38;32;11;11;21;0;0;0;18;0;0;0
4_21.ini;com.uj.atm.common.Account;1768;OK;5;cpFromLog;1;1;16;15;5;4;4;1;0;0;0;12;0;0;0
4_21.ini;com.uj.atm.common.Atm;1034;OK;3;cpFromLog;1;1;30;5;3;3;3;0;0;0;0;12;0;0;0
4_21.ini;com.uj.atm.common.CreditCard;4628;OK;22;cpFromLog;1;1;38;27;22;15;15;7;0;0;0;12;0;0;0
4_21.ini;com.uj.atm.common.DummySample;389;OK;22;cpFromLog;1;1;38;27;22;15;15;7;0;0;0;12;0;0;0
4_22.ini;com.uj.atm.common.Account;1940;OK;5;cpFromLog;1;1;16;15;5;3;3;2;0;0;0;9;0;0;0
4_22.ini;com.uj.atm.common.Atm;3989;OK;17;cpFromLog;1;1;30;21;17;13;13;4;0;0;0;9;0;0;0
4_22.ini;com.uj.atm.common.CreditCard;12538;OK;31;cpFromLog;1;1;38;36;31;14;14;17;0;0;0;9;0;0;0
4_22.ini;com.uj.atm.common.DummySample;395;OK;31;cpFromLog;1;1;38;36;31;14;14;17;0;0;0;9;0;0;0
4_23.ini;com.uj.atm.common.Account;1107;OK;5;cpFromLog;1;1;16;15;5;4;4;1;0;0;0;3;0;0;0
4_23.ini;com.uj.atm.common.Atm;380;OK;5;cpFromLog;1;1;16;15;5;4;4;1;0;0;0;3;0;0;0
4_23.ini;com.uj.atm.common.CreditCard;402;OK;5;cpFromLog;1;1;16;15;5;4;4;1;0;0;0;3;0;0;0
4_23.ini;com.uj.atm.common.DummySample;356;OK;5;cpFromLog;1;1;16;15;5;4;4;1;0;0;0;3;0;0;0
4_24.ini;com.uj.atm.common.Account;2467;OK;5;cpFromLog;1;1;16;15;5;4;4;1;0;0;0;26;0;0;0
4_24.ini;com.uj.atm.common.Atm;1672;OK;10;cpFromLog;1;1;30;14;10;9;9;1;0;0;0;26;0;0;0
4_24.ini;com.uj.atm.common.CreditCard;4965;OK;21;cpFromLog;1;1;38;25;21;6;6;15;0;0;0;26;0;0;0
4_24.ini;com.uj.atm.common.DummySample;410;OK;21;cpFromLog;1;1;38;25;21;6;6;15;0;0;0;26;0;0;0
4_25.ini;com.uj.atm.common.Account;2059;OK;5;cpFromLog;1;1;16;15;5;4;4;1;0;0;0;69;0;0;0
4_25.ini;com.uj.atm.common.Atm;4408;OK;9;cpFromLog;1;1;30;13;9;7;7;2;0;0;0;69;0;0;0
4_25.ini;com.uj.atm.common.CreditCard;78487;OK;24;cpFromLog;1;1;38;29;24;9;9;15;0;0;0;69;0;0;0
4_25.ini;com.uj.atm.common.DummySample;1028;OK;24;cpFromLog;1;1;38;29;24;9;9;15;0;0;0;69;0;0;0
4_3.ini;com.uj.atm.common.Account;1311;OK;5;cpFromLog;1;1;16;15;5;2;2;3;0;0;0;6;0;0;0
4_3.ini;com.uj.atm.common.Atm;844;OK;1;cpFromLog;1;1;30;3;1;1;1;0;0;0;0;6;0;0;0
4_3.ini;com.uj.atm.common.CreditCard;5069;OK;32;cpFromLog;1;1;38;38;32;26;26;6;0;0;0;6;0;0;0
4_3.ini;com.uj.atm.common.DummySample;371;OK;32;cpFromLog;1;1;38;38;32;26;26;6;0;0;0;6;0;0;0
4_5.ini;com.uj.atm.common.Account;407;OK;32;cpFromLog;1;1;38;38;32;26;26;6;0;0;0;27;0;0;0
4_5.ini;com.uj.atm.common.Atm;403;OK;32;cpFromLog;1;1;38;38;32;26;26;6;0;0;0;27;0;0;0
4_5.ini;com.uj.atm.common.CreditCard;405;OK;32;cpFromLog;1;1;38;38;32;26;26;6;0;0;0;27;0;0;0
4_5.ini;com.uj.atm.common.DummySample;379;OK;32;cpFromLog;1;1;38;38;32;26;26;6;0;0;0;27;0;0;0
4_6.ini;com.uj.atm.common.Account;1307;OK;5;cpFromLog;1;1;16;15;5;3;3;2;0;0;0;14;0;0;0
4_6.ini;com.uj.atm.common.Atm;1327;OK;6;cpFromLog;1;1;30;8;6;5;5;1;0;0;0;14;0;0;0
4_6.ini;com.uj.atm.common.CreditCard;5638;OK;24;cpFromLog;1;1;38;29;24;14;14;10;0;0;0;14;0;0;0
4_6.ini;com.uj.atm.common.DummySample;404;OK;24;cpFromLog;1;1;38;29;24;14;14;10;0;0;0;14;0;0;0
4_7.ini;com.uj.atm.common.Account;2416;OK;5;cpFromLog;1;1;16;15;5;2;2;3;0;0;0;28;0;0;0
4_7.ini;com.uj.atm.common.Atm;3468;OK;21;cpFromLog;1;1;30;24;21;18;18;3;0;0;0;28;0;0;0
4_7.ini;com.uj.atm.common.CreditCard;11078;OK;32;cpFromLog;1;1;38;38;32;13;13;19;0;0;0;28;0;0;0
4_7.ini;com.uj.atm.common.DummySample;416;OK;32;cpFromLog;1;1;38;38;32;13;13;19;0;0;0;28;0;0;0
4_8.ini;com.uj.atm.common.Account;1552;OK;5;cpFromLog;1;1;16;15;5;2;2;3;0;0;0;10;0;0;0
4_8.ini;com.uj.atm.common.Atm;1052;OK;4;cpFromLog;1;1;30;7;4;4;4;0;0;0;0;10;0;0;0
4_8.ini;com.uj.atm.common.CreditCard;1887;OK;10;cpFromLog;1;1;38;14;10;6;6;4;0;0;0;10;0;0;0
4_8.ini;com.uj.atm.common.DummySample;371;OK;10;cpFromLog;1;1;38;14;10;6;6;4;0;0;0;10;0;0;0
4_9.ini;com.uj.atm.common.Account;1612;OK;5;cpFromLog;1;1;16;15;5;2;2;3;0;0;0;5;0;0;0
4_9.ini;com.uj.atm.common.Atm;2389;OK;12;cpFromLog;1;1;30;14;12;11;11;1;0;0;0;5;0;0;0
4_9.ini;com.uj.atm.common.CreditCard;8094;OK;32;cpFromLog;1;1;38;38;32;15;15;17;0;0;0;5;0;0;0
4_9.ini;com.uj.atm.common.DummySample;381;OK;32;cpFromLog;1;1;38;38;32;15;15;17;0;0;0;5;0;0;0
5.ini;com.uj.atm.common.Account;2111;OK;11;cpFromLog;1;1;17;13;11;5;5;6;0;0;0;1;0;0;0
5.ini;com.uj.atm.common.Atm;4177;OK;31;cpFromLog;1;1;58;49;31;13;13;18;0;0;0;1;0;0;0
5.ini;com.uj.atm.common.CreditCard;2817;OK;20;cpFromLog;1;1;48;33;20;12;12;8;0;0;0;1;0;0;0
5.ini;com.uj.atm.common.DummySample;378;OK;20;cpFromLog;1;1;48;33;20;12;12;8;0;0;0;1;0;0;0
5_1.ini;com.uj.atm.common.Account;1794;OK;11;cpFromLog;1;1;17;10;11;5;5;6;0;0;0;12;0;0;0
5_1.ini;com.uj.atm.common.Atm;1431;OK;8;cpFromLog;1;1;58;14;8;5;5;3;0;0;0;12;0;0;0
5_1.ini;com.uj.atm.common.CreditCard;917;OK;2;cpFromLog;1;1;48;6;2;0;0;2;0;0;0;12;0;0;0
5_1.ini;com.uj.atm.common.DummySample;380;OK;2;cpFromLog;1;1;48;6;2;0;0;2;0;0;0;12;0;0;0
5_10.ini;com.uj.atm.common.Account;1726;OK;5;cpFromLog;1;1;17;6;5;3;3;2;0;0;0;47;0;0;0
5_10.ini;com.uj.atm.common.Atm;891;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;47;0;0;0
5_10.ini;com.uj.atm.common.CreditCard;448;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;47;0;0;0
5_10.ini;com.uj.atm.common.DummySample;426;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;47;0;0;0
5_11.ini;com.uj.atm.common.Account;2470;OK;12;cpFromLog;1;1;17;12;12;6;6;6;0;0;0;27;0;0;0
5_11.ini;com.uj.atm.common.Atm;861;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;27;0;0;0
5_11.ini;com.uj.atm.common.CreditCard;415;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;27;0;0;0
5_11.ini;com.uj.atm.common.DummySample;399;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;27;0;0;0
5_12.ini;com.uj.atm.common.Account;2432;OK;12;cpFromLog;1;1;17;12;12;8;8;4;0;0;0;27;0;0;0
5_12.ini;com.uj.atm.common.Atm;874;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;27;0;0;0
5_12.ini;com.uj.atm.common.CreditCard;419;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;27;0;0;0
5_12.ini;com.uj.atm.common.DummySample;401;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;27;0;0;0
5_13.ini;com.uj.atm.common.Account;2631;OK;12;cpFromLog;1;1;17;12;12;5;5;7;0;0;0;23;0;0;0
5_13.ini;com.uj.atm.common.Atm;408;OK;12;cpFromLog;1;1;17;12;12;5;5;7;0;0;0;23;0;0;0
5_13.ini;com.uj.atm.common.CreditCard;427;OK;12;cpFromLog;1;1;17;12;12;5;5;7;0;0;0;23;0;0;0
5_13.ini;com.uj.atm.common.DummySample;395;OK;12;cpFromLog;1;1;17;12;12;5;5;7;0;0;0;23;0;0;0
5_14.ini;com.uj.atm.common.Account;2598;OK;12;cpFromLog;1;1;17;12;12;6;6;6;0;0;0;23;0;0;0
5_14.ini;com.uj.atm.common.Atm;415;OK;12;cpFromLog;1;1;17;12;12;6;6;6;0;0;0;23;0;0;0
5_14.ini;com.uj.atm.common.CreditCard;410;OK;12;cpFromLog;1;1;17;12;12;6;6;6;0;0;0;23;0;0;0
5_14.ini;com.uj.atm.common.DummySample;385;OK;12;cpFromLog;1;1;17;12;12;6;6;6;0;0;0;23;0;0;0
5_15.ini;com.uj.atm.common.Account;1643;OK;11;cpFromLog;1;1;17;10;11;6;6;5;0;0;0;27;0;0;0
5_15.ini;com.uj.atm.common.Atm;417;OK;11;cpFromLog;1;1;17;10;11;6;6;5;0;0;0;27;0;0;0
5_15.ini;com.uj.atm.common.CreditCard;424;OK;11;cpFromLog;1;1;17;10;11;6;6;5;0;0;0;27;0;0;0
5_15.ini;com.uj.atm.common.DummySample;386;OK;11;cpFromLog;1;1;17;10;11;6;6;5;0;0;0;27;0;0;0
5_16.ini;com.uj.atm.common.Account;2860;OK;11;cpFromLog;1;1;17;10;11;7;7;4;0;0;0;27;0;0;0
5_16.ini;com.uj.atm.common.Atm;400;OK;11;cpFromLog;1;1;17;10;11;7;7;4;0;0;0;27;0;0;0
5_16.ini;com.uj.atm.common.CreditCard;3905;OK;14;cpFromLog;1;1;48;22;14;5;5;9;0;0;0;27;0;0;0
5_16.ini;com.uj.atm.common.DummySample;403;OK;14;cpFromLog;1;1;48;22;14;5;5;9;0;0;0;27;0;0;0
5_17.ini;com.uj.atm.common.Account;3660;OK;13;cpFromLog;1;1;17;14;13;7;7;6;0;0;0;14;0;0;0
5_17.ini;com.uj.atm.common.Atm;1395;OK;8;cpFromLog;1;1;58;14;8;7;7;1;0;0;0;14;0;0;0
5_17.ini;com.uj.atm.common.CreditCard;3721;OK;14;cpFromLog;1;1;48;22;14;5;5;9;0;0;0;14;0;0;0
5_17.ini;com.uj.atm.common.DummySample;388;OK;14;cpFromLog;1;1;48;22;14;5;5;9;0;0;0;14;0;0;0
5_18.ini;com.uj.atm.common.Account;3693;OK;13;cpFromLog;1;1;17;14;13;7;7;6;0;0;0;20;0;0;0
5_18.ini;com.uj.atm.common.Atm;4758;OK;22;cpFromLog;1;1;58;41;22;13;13;9;0;0;0;20;0;0;0
5_18.ini;com.uj.atm.common.CreditCard;4166;OK;14;cpFromLog;1;1;48;22;14;6;6;8;0;0;0;20;0;0;0
5_18.ini;com.uj.atm.common.DummySample;400;OK;14;cpFromLog;1;1;48;22;14;6;6;8;0;0;0;20;0;0;0
5_19.ini;com.uj.atm.common.Account;2303;OK;11;cpFromLog;1;1;17;10;11;6;6;5;0;0;0;35;0;0;0
5_19.ini;com.uj.atm.common.Atm;1918;OK;12;cpFromLog;1;1;58;26;12;5;5;7;0;0;0;35;0;0;0
5_19.ini;com.uj.atm.common.CreditCard;2052;OK;13;cpFromLog;1;1;48;19;13;4;4;9;0;0;0;35;0;0;0
5_19.ini;com.uj.atm.common.DummySample;396;OK;13;cpFromLog;1;1;48;19;13;4;4;9;0;0;0;35;0;0;0
5_2.ini;com.uj.atm.common.Account;2139;OK;12;cpFromLog;1;1;17;12;12;6;6;6;0;0;0;41;0;0;0
5_2.ini;com.uj.atm.common.Atm;880;OK;1;cpFromLog;1;1;58;5;1;0;0;1;0;0;0;41;0;0;0
5_2.ini;com.uj.atm.common.CreditCard;2577;OK;13;cpFromLog;1;1;48;20;13;5;5;8;0;0;0;41;0;0;0
5_2.ini;com.uj.atm.common.DummySample;402;OK;13;cpFromLog;1;1;48;20;13;5;5;8;0;0;0;41;0;0;0
5_20.ini;com.uj.atm.common.Account;2579;OK;13;cpFromLog;1;1;17;14;13;6;6;7;0;0;0;41;0;0;0
5_20.ini;com.uj.atm.common.Atm;1259;OK;3;cpFromLog;1;1;58;10;3;2;2;1;0;0;0;41;0;0;0
5_20.ini;com.uj.atm.common.CreditCard;1627;OK;8;cpFromLog;1;1;48;11;8;2;2;6;0;0;0;41;0;0;0
5_20.ini;com.uj.atm.common.DummySample;417;OK;8;cpFromLog;1;1;48;11;8;2;2;6;0;0;0;41;0;0;0
5_21.ini;com.uj.atm.common.Account;4674;OK;12;cpFromLog;1;1;17;12;12;9;9;3;0;0;0;18;0;0;0
5_21.ini;com.uj.atm.common.Atm;2278;OK;19;cpFromLog;1;1;58;35;19;12;12;7;0;0;0;18;0;0;0
5_21.ini;com.uj.atm.common.CreditCard;2352;OK;12;cpFromLog;1;1;48;18;12;6;6;6;0;0;0;18;0;0;0
5_21.ini;com.uj.atm.common.DummySample;390;OK;12;cpFromLog;1;1;48;18;12;6;6;6;0;0;0;18;0;0;0
5_22.ini;com.uj.atm.common.Account;2165;OK;12;cpFromLog;1;1;17;12;12;7;7;5;0;0;0;36;0;0;0
5_22.ini;com.uj.atm.common.Atm;422;OK;12;cpFromLog;1;1;17;12;12;7;7;5;0;0;0;36;0;0;0
5_22.ini;com.uj.atm.common.CreditCard;1415;OK;8;cpFromLog;1;1;48;11;8;2;2;6;0;0;0;36;0;0;0
5_22.ini;com.uj.atm.common.DummySample;393;OK;8;cpFromLog;1;1;48;11;8;2;2;6;0;0;0;36;0;0;0
5_23.ini;com.uj.atm.common.Account;1572;OK;11;cpFromLog;1;1;17;10;11;8;8;3;0;0;0;3;0;0;0
5_23.ini;com.uj.atm.common.Atm;389;OK;11;cpFromLog;1;1;17;10;11;8;8;3;0;0;0;3;0;0;0
5_23.ini;com.uj.atm.common.CreditCard;385;OK;11;cpFromLog;1;1;17;10;11;8;8;3;0;0;0;3;0;0;0
5_23.ini;com.uj.atm.common.DummySample;353;OK;11;cpFromLog;1;1;17;10;11;8;8;3;0;0;0;3;0;0;0
5_24.ini;com.uj.atm.common.Account;6547;OK;13;cpFromLog;1;1;17;14;13;6;6;7;0;0;0;25;0;0;0
5_24.ini;com.uj.atm.common.Atm;3233;OK;21;cpFromLog;1;1;58;38;21;12;12;9;0;0;0;25;0;0;0
5_24.ini;com.uj.atm.common.CreditCard;3891;OK;13;cpFromLog;1;1;48;20;13;5;5;8;0;0;0;25;0;0;0
5_24.ini;com.uj.atm.common.DummySample;409;OK;13;cpFromLog;1;1;48;20;13;5;5;8;0;0;0;25;0;0;0
5_25.ini;com.uj.atm.common.Account;3469;OK;12;cpFromLog;1;1;17;12;12;4;4;8;0;0;0;264;0;0;0
5_25.ini;com.uj.atm.common.Atm;4720;OK;17;cpFromLog;1;1;58;29;17;7;7;10;0;0;0;264;0;0;0
5_25.ini;com.uj.atm.common.CreditCard;1789;OK;2;cpFromLog;1;1;48;6;2;0;0;2;0;0;0;264;0;0;0
5_25.ini;com.uj.atm.common.DummySample;976;OK;2;cpFromLog;1;1;48;6;2;0;0;2;0;0;0;264;0;0;0
5_3.ini;com.uj.atm.common.Account;1850;OK;12;cpFromLog;1;1;17;12;12;9;9;3;0;0;0;13;0;0;0
5_3.ini;com.uj.atm.common.Atm;855;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;13;0;0;0
5_3.ini;com.uj.atm.common.CreditCard;398;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;13;0;0;0
5_3.ini;com.uj.atm.common.DummySample;368;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;13;0;0;0
5_4.ini;com.uj.atm.common.Account;3142;OK;11;cpFromLog;1;1;17;10;11;6;6;5;0;0;0;51;0;0;0
5_4.ini;com.uj.atm.common.Atm;447;OK;11;cpFromLog;1;1;17;10;11;6;6;5;0;0;0;51;0;0;0
5_4.ini;com.uj.atm.common.CreditCard;445;OK;11;cpFromLog;1;1;17;10;11;6;6;5;0;0;0;51;0;0;0
5_4.ini;com.uj.atm.common.DummySample;432;OK;11;cpFromLog;1;1;17;10;11;6;6;5;0;0;0;51;0;0;0
5_6.ini;com.uj.atm.common.Account;2147;OK;12;cpFromLog;1;1;17;12;12;7;7;5;0;0;0;20;0;0;0
5_6.ini;com.uj.atm.common.Atm;2687;OK;16;cpFromLog;1;1;58;27;16;8;8;8;0;0;0;20;0;0;0
5_6.ini;com.uj.atm.common.CreditCard;1150;OK;2;cpFromLog;1;1;48;6;2;0;0;2;0;0;0;20;0;0;0
5_6.ini;com.uj.atm.common.DummySample;403;OK;2;cpFromLog;1;1;48;6;2;0;0;2;0;0;0;20;0;0;0
5_7.ini;com.uj.atm.common.Account;2668;OK;12;cpFromLog;1;1;17;12;12;7;7;5;0;0;0;49;0;0;0
5_7.ini;com.uj.atm.common.Atm;1183;OK;3;cpFromLog;1;1;58;9;3;1;1;2;0;0;0;49;0;0;0
5_7.ini;com.uj.atm.common.CreditCard;1409;OK;8;cpFromLog;1;1;48;11;8;3;3;5;0;0;0;49;0;0;0
5_7.ini;com.uj.atm.common.DummySample;413;OK;8;cpFromLog;1;1;48;11;8;3;3;5;0;0;0;49;0;0;0
5_8.ini;com.uj.atm.common.Account;3893;OK;12;cpFromLog;1;1;17;12;12;6;6;6;0;0;0;4;0;0;0
5_8.ini;com.uj.atm.common.Atm;1682;OK;11;cpFromLog;1;1;58;23;11;6;6;5;0;0;0;4;0;0;0
5_8.ini;com.uj.atm.common.CreditCard;2896;OK;13;cpFromLog;1;1;48;20;13;5;5;8;0;0;0;4;0;0;0
5_8.ini;com.uj.atm.common.DummySample;375;OK;13;cpFromLog;1;1;48;20;13;5;5;8;0;0;0;4;0;0;0
5_9.ini;com.uj.atm.common.Account;2450;OK;12;cpFromLog;1;1;17;12;12;6;6;6;0;0;0;20;0;0;0
5_9.ini;com.uj.atm.common.Atm;849;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;20;0;0;0
5_9.ini;com.uj.atm.common.CreditCard;409;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;20;0;0;0
5_9.ini;com.uj.atm.common.DummySample;383;OK;1;cpFromLog;1;1;58;5;1;1;1;0;0;0;0;20;0;0;0
6.ini;com.uj.atm.common.Account;3811;OK;9;cpFromLog;1;1;10;10;9;6;6;3;0;0;0;1;0;0;0
6.ini;com.uj.atm.common.Atm;4067;OK;22;cpFromLog;1;1;13;13;22;14;14;8;0;0;0;1;0;0;0
6.ini;com.uj.atm.common.CreditCard;8651;OK;32;cpFromLog;1;1;32;31;32;17;17;15;0;0;0;1;0;0;0
6.ini;com.uj.atm.common.DummySample;398;OK;32;cpFromLog;1;1;32;31;32;17;17;15;0;0;0;1;0;0;0
